order_id,customer_id,payment,order_date,delivery_date,customer_name,gender,age,home_address,zip_code,city,state,country,sales_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description
121,549,27436,2021-04-21,2021-04-23,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,562.0,1200.0,105.0,1.0,105.0,Trousers,Pleated,XS,yellow,90.0,75.0,"A yellow coloured, XS sized, Pleated Trousers"
121,549,27436,2021-04-21,2021-04-23,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,563.0,60.0,104.0,2.0,208.0,Shirt,Dress,XS,indigo,119.0,56.0,"A indigo coloured, XS sized, Dress Shirt"
121,549,27436,2021-04-21,2021-04-23,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,564.0,266.0,95.0,2.0,190.0,Shirt,Polo,S,blue,117.0,76.0,"A blue coloured, S sized, Polo Shirt"
121,549,27436,2021-04-21,2021-04-23,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,565.0,1222.0,105.0,3.0,315.0,Trousers,Pleated,M,violet,90.0,45.0,"A violet coloured, M sized, Pleated Trousers"
121,549,27436,2021-04-21,2021-04-23,Barclay Beswick,Male,50,667 Feil RidgeSuite 935,1919,Gleasonburgh,Northern Territory,Australia,566.0,1126.0,102.0,1.0,102.0,Trousers,Cargo Pants,S,orange,106.0,60.0,"A orange coloured, S sized, Cargo Pants Trousers"
122,732,29226,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,567.0,1015.0,90.0,3.0,270.0,Trousers,Relaxed Leg,XS,red,95.0,52.0,"A red coloured, XS sized, Relaxed Leg Trousers"
122,732,29226,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,568.0,616.0,112.0,1.0,112.0,Jacket,Cardigan,S,blue,118.0,53.0,"A blue coloured, S sized, Cardigan Jacket"
122,732,29226,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,569.0,258.0,95.0,1.0,95.0,Shirt,Polo,L,yellow,117.0,46.0,"A yellow coloured, L sized, Polo Shirt"
122,732,29226,2021-04-13,2021-05-04,Gorden Seago,Genderfluid,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,570.0,712.0,119.0,2.0,238.0,Jacket,Trench Coat,M,yellow,112.0,54.0,"A yellow coloured, M sized, Trench Coat Jacket"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,571.0,616.0,112.0,1.0,112.0,Jacket,Cardigan,S,blue,118.0,53.0,"A blue coloured, S sized, Cardigan Jacket"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,572.0,724.0,119.0,2.0,238.0,Jacket,Trench Coat,XL,blue,112.0,69.0,"A blue coloured, XL sized, Trench Coat Jacket"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,573.0,700.0,119.0,3.0,357.0,Jacket,Trench Coat,XS,red,112.0,78.0,"A red coloured, XS sized, Trench Coat Jacket"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,574.0,553.0,98.0,2.0,196.0,Jacket,Leather,L,indigo,113.0,79.0,"A indigo coloured, L sized, Leather Jacket"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,575.0,958.0,97.0,2.0,194.0,Trousers,Slim-Fit,L,yellow,119.0,64.0,"A yellow coloured, L sized, Slim-Fit Trousers"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,576.0,1065.0,93.0,2.0,186.0,Trousers,Joggers,XS,green,94.0,77.0,"A green coloured, XS sized, Joggers Trousers"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,577.0,108.0,92.0,2.0,184.0,Shirt,Denim,L,red,115.0,52.0,"A red coloured, L sized, Denim Shirt"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,578.0,75.0,118.0,1.0,118.0,Shirt,Flannel,XS,orange,96.0,42.0,"A orange coloured, XS sized, Flannel Shirt"
123,471,17133,2021-03-04,2021-03-22,Hayyim Trewhella,Non-binary,31,8662 Maya PlaceApt. 834,8731,Boyerland,New South Wales,Australia,579.0,361.0,94.0,3.0,282.0,Shirt,Henley,S,yellow,92.0,70.0,"A yellow coloured, S sized, Henley Shirt"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,580.0,352.0,94.0,2.0,188.0,Shirt,Henley,M,red,92.0,52.0,"A red coloured, M sized, Henley Shirt"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,581.0,563.0,100.0,1.0,100.0,Jacket,Bomber,L,red,90.0,50.0,"A red coloured, L sized, Bomber Jacket"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,582.0,647.0,93.0,1.0,93.0,Jacket,Coach,M,green,115.0,63.0,"A green coloured, M sized, Coach Jacket"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,583.0,572.0,100.0,2.0,200.0,Jacket,Bomber,M,yellow,90.0,71.0,"A yellow coloured, M sized, Bomber Jacket"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,584.0,32.0,96.0,3.0,288.0,Shirt,Oxford Cloth,M,violet,114.0,65.0,"A violet coloured, M sized, Oxford Cloth Shirt"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,585.0,200.0,98.0,3.0,294.0,Shirt,Camp Collared,XS,indigo,112.0,64.0,"A indigo coloured, XS sized, Camp Collared Shirt"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,586.0,1199.0,105.0,2.0,210.0,Trousers,Pleated,XL,orange,90.0,69.0,"A orange coloured, XL sized, Pleated Trousers"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,587.0,137.0,92.0,3.0,276.0,Shirt,Denim,M,violet,115.0,55.0,"A violet coloured, M sized, Denim Shirt"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,588.0,1058.0,93.0,3.0,279.0,Trousers,Joggers,L,orange,94.0,49.0,"A orange coloured, L sized, Joggers Trousers"
124,776,43888,2021-07-06,2021-07-15,Felice Dumbleton,Genderfluid,24,3744 Max PlaceApt. 109,8348,Harveyville,Australian Capital Territory,Australia,589.0,640.0,93.0,1.0,93.0,Jacket,Coach,XS,yellow,115.0,52.0,"A yellow coloured, XS sized, Coach Jacket"
125,321,29600,2021-10-22,2021-11-03,Jena Kelling,Female,44,52 Savannah LaneApt. 519,6724,Kaihaven,New South Wales,Australia,590.0,586.0,100.0,1.0,100.0,Jacket,Bomber,S,indigo,90.0,41.0,"A indigo coloured, S sized, Bomber Jacket"
125,321,29600,2021-10-22,2021-11-03,Jena Kelling,Female,44,52 Savannah LaneApt. 519,6724,Kaihaven,New South Wales,Australia,591.0,1223.0,105.0,1.0,105.0,Trousers,Pleated,L,violet,90.0,48.0,"A violet coloured, L sized, Pleated Trousers"
126,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,592.0,678.0,113.0,1.0,113.0,Jacket,Parka,L,yellow,119.0,72.0,"A yellow coloured, L sized, Parka Jacket"
126,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,593.0,312.0,105.0,2.0,210.0,Shirt,Cuban Collar,M,violet,93.0,67.0,"A violet coloured, M sized, Cuban Collar Shirt"
126,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,594.0,444.0,107.0,2.0,214.0,Jacket,Denim,XL,blue,92.0,80.0,"A blue coloured, XL sized, Denim Jacket"
126,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,595.0,33.0,96.0,2.0,192.0,Shirt,Oxford Cloth,L,violet,114.0,73.0,"A violet coloured, L sized, Oxford Cloth Shirt"
126,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,596.0,613.0,112.0,2.0,224.0,Jacket,Cardigan,L,green,118.0,63.0,"A green coloured, L sized, Cardigan Jacket"
126,326,29536,2021-01-31,2021-02-20,Meade Yglesia,Genderfluid,54,624 Bode TrailSuite 795,6294,New Masonport,Northern Territory,Australia,597.0,310.0,105.0,3.0,315.0,Shirt,Cuban Collar,XS,violet,93.0,49.0,"A violet coloured, XS sized, Cuban Collar Shirt"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,598.0,384.0,94.0,3.0,282.0,Shirt,Henley,XL,violet,92.0,77.0,"A violet coloured, XL sized, Henley Shirt"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,599.0,539.0,98.0,3.0,294.0,Jacket,Leather,XL,yellow,113.0,67.0,"A yellow coloured, XL sized, Leather Jacket"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,600.0,1138.0,102.0,1.0,102.0,Trousers,Cargo Pants,L,green,106.0,42.0,"A green coloured, L sized, Cargo Pants Trousers"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,601.0,34.0,96.0,1.0,96.0,Shirt,Oxford Cloth,XL,violet,114.0,54.0,"A violet coloured, XL sized, Oxford Cloth Shirt"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,602.0,542.0,98.0,1.0,98.0,Jacket,Leather,M,green,113.0,45.0,"A green coloured, M sized, Leather Jacket"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,603.0,477.0,118.0,2.0,236.0,Jacket,Puffer,M,blue,110.0,60.0,"A blue coloured, M sized, Puffer Jacket"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,604.0,328.0,109.0,2.0,218.0,Shirt,Mandarin Collar,L,yellow,108.0,78.0,"A yellow coloured, L sized, Mandarin Collar Shirt"
127,51,43262,2021-04-01,2021-04-11,Kayley Brosoli,Non-binary,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,605.0,121.0,92.0,1.0,92.0,Shirt,Denim,S,green,115.0,49.0,"A green coloured, S sized, Denim Shirt"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,606.0,674.0,113.0,3.0,339.0,Jacket,Parka,XL,orange,119.0,68.0,"A orange coloured, XL sized, Parka Jacket"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,607.0,240.0,106.0,3.0,318.0,Shirt,Chambray,XS,violet,105.0,47.0,"A violet coloured, XS sized, Chambray Shirt"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,608.0,1002.0,106.0,2.0,212.0,Trousers,Wool,M,blue,111.0,52.0,"A blue coloured, M sized, Wool Trousers"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,609.0,322.0,109.0,2.0,218.0,Shirt,Mandarin Collar,M,orange,108.0,78.0,"A orange coloured, M sized, Mandarin Collar Shirt"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,610.0,814.0,117.0,3.0,351.0,Jacket,Shearling,XL,orange,95.0,60.0,"A orange coloured, XL sized, Shearling Jacket"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,611.0,185.0,98.0,1.0,98.0,Shirt,Camp Collared,XS,yellow,112.0,55.0,"A yellow coloured, XS sized, Camp Collared Shirt"
128,936,17661,2021-10-13,2021-11-09,Mart Naismith,Genderfluid,77,562 Mann MeadowApt. 977,2372,Huelfort,Australian Capital Territory,Australia,612.0,787.0,91.0,2.0,182.0,Jacket,Pullover,M,green,114.0,47.0,"A green coloured, M sized, Pullover Jacket"
129,428,42185,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,613.0,1026.0,90.0,2.0,180.0,Trousers,Relaxed Leg,S,yellow,95.0,43.0,"A yellow coloured, S sized, Relaxed Leg Trousers"
129,428,42185,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,614.0,570.0,100.0,1.0,100.0,Jacket,Bomber,XS,yellow,90.0,57.0,"A yellow coloured, XS sized, Bomber Jacket"
129,428,42185,2021-05-24,2021-05-27,Jammal Varcoe,Polygender,66,80 Hermiston WaySuite 403,1112,North Liamfort,Australian Capital Territory,Australia,615.0,872.0,113.0,2.0,226.0,Trousers,Chinos,M,violet,100.0,54.0,"A violet coloured, M sized, Chinos Trousers"
130,439,12827,2021-06-20,2021-07-15,Daren Airs,Female,75,378 John MallSuite 835,3142,West Thomas,Victoria,Australia,616.0,250.0,95.0,1.0,95.0,Shirt,Polo,XS,orange,117.0,75.0,"A orange coloured, XS sized, Polo Shirt"
131,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,617.0,215.0,106.0,3.0,318.0,Shirt,Chambray,XS,orange,105.0,76.0,"A orange coloured, XS sized, Chambray Shirt"
131,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,618.0,535.0,98.0,1.0,98.0,Jacket,Leather,XS,yellow,113.0,73.0,"A yellow coloured, XS sized, Leather Jacket"
131,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,619.0,865.0,113.0,2.0,226.0,Trousers,Chinos,XS,indigo,100.0,61.0,"A indigo coloured, XS sized, Chinos Trousers"
131,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,620.0,1142.0,102.0,2.0,204.0,Trousers,Cargo Pants,M,blue,106.0,64.0,"A blue coloured, M sized, Cargo Pants Trousers"
131,629,52850,2021-09-20,2021-09-24,Sigismundo Basek,Male,53,4355 Caitlin CourtApt. 697,6606,Amberland,Western Australia,Australia,621.0,517.0,102.0,1.0,102.0,Jacket,Windbreaker,M,indigo,109.0,56.0,"A indigo coloured, M sized, Windbreaker Jacket"
132,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,622.0,420.0,107.0,1.0,107.0,Jacket,Denim,XS,red,92.0,60.0,"A red coloured, XS sized, Denim Jacket"
132,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,623.0,207.0,98.0,2.0,196.0,Shirt,Camp Collared,M,violet,112.0,41.0,"A violet coloured, M sized, Camp Collared Shirt"
132,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,624.0,979.0,97.0,1.0,97.0,Trousers,Slim-Fit,XL,violet,119.0,48.0,"A violet coloured, XL sized, Slim-Fit Trousers"
132,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,625.0,1227.0,112.0,2.0,224.0,Trousers,Tracksuit Bottoms,M,red,91.0,78.0,"A red coloured, M sized, Tracksuit Bottoms Trousers"
132,562,10396,2021-04-17,2021-05-01,Joy Mirrlees,Agender,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,626.0,658.0,93.0,3.0,279.0,Jacket,Coach,L,indigo,115.0,74.0,"A indigo coloured, L sized, Coach Jacket"
133,878,43759,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,627.0,523.0,102.0,1.0,102.0,Jacket,Windbreaker,L,violet,109.0,72.0,"A violet coloured, L sized, Windbreaker Jacket"
133,878,43759,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,628.0,942.0,96.0,2.0,192.0,Trousers,Drawstring,M,violet,104.0,73.0,"A violet coloured, M sized, Drawstring Trousers"
133,878,43759,2021-07-07,2021-07-17,Elianore Syphas,Genderfluid,54,478 Amy RunSuite 042,5733,Lake William,Victoria,Australia,629.0,374.0,94.0,3.0,282.0,Shirt,Henley,XL,blue,92.0,75.0,"A blue coloured, XL sized, Henley Shirt"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,630.0,770.0,91.0,1.0,91.0,Jacket,Pullover,XS,red,114.0,54.0,"A red coloured, XS sized, Pullover Jacket"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,631.0,516.0,102.0,2.0,204.0,Jacket,Windbreaker,S,indigo,109.0,62.0,"A indigo coloured, S sized, Windbreaker Jacket"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,632.0,989.0,106.0,2.0,212.0,Trousers,Wool,XL,orange,111.0,56.0,"A orange coloured, XL sized, Wool Trousers"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,633.0,407.0,119.0,2.0,238.0,Shirt,Casual Slim Fit,M,blue,113.0,61.0,"A blue coloured, M sized, Casual Slim Fit Shirt"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,634.0,840.0,113.0,2.0,226.0,Trousers,Chinos,XS,red,100.0,69.0,"A red coloured, XS sized, Chinos Trousers"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,635.0,185.0,98.0,2.0,196.0,Shirt,Camp Collared,XS,yellow,112.0,55.0,"A yellow coloured, XS sized, Camp Collared Shirt"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,636.0,653.0,93.0,3.0,279.0,Jacket,Coach,L,blue,115.0,80.0,"A blue coloured, L sized, Coach Jacket"
134,12,39451,2021-06-19,2021-07-01,Fedora Dmych,Bigender,78,66 Kayla MewsSuite 951,6334,Taylorburgh,South Australia,Australia,637.0,1194.0,105.0,1.0,105.0,Trousers,Pleated,XL,red,90.0,58.0,"A red coloured, XL sized, Pleated Trousers"
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,638.0,106.0,92.0,1.0,92.0,Shirt,Denim,S,red,115.0,57.0,"A red coloured, S sized, Denim Shirt"
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,639.0,730.0,119.0,2.0,238.0,Jacket,Trench Coat,XS,violet,112.0,64.0,"A violet coloured, XS sized, Trench Coat Jacket"
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,640.0,654.0,93.0,2.0,186.0,Jacket,Coach,XL,blue,115.0,46.0,"A blue coloured, XL sized, Coach Jacket"
135,942,53723,2021-05-15,2021-06-02,Lacee Denyukin,Genderfluid,45,040 Patrick Estate DrApt. 254,5149,North Nicholaston,Victoria,Australia,641.0,376.0,94.0,1.0,94.0,Shirt,Henley,S,indigo,92.0,45.0,"A indigo coloured, S sized, Henley Shirt"
136,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,642.0,816.0,117.0,2.0,234.0,Jacket,Shearling,S,yellow,95.0,48.0,"A yellow coloured, S sized, Shearling Jacket"
136,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,643.0,174.0,91.0,3.0,273.0,Shirt,Linen,XL,violet,116.0,73.0,"A violet coloured, XL sized, Linen Shirt"
136,539,35331,2021-09-06,2021-09-08,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,644.0,582.0,100.0,3.0,300.0,Jacket,Bomber,M,blue,90.0,44.0,"A blue coloured, M sized, Bomber Jacket"
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,645.0,1137.0,102.0,1.0,102.0,Trousers,Cargo Pants,M,green,106.0,78.0,"A green coloured, M sized, Cargo Pants Trousers"
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,646.0,175.0,98.0,1.0,98.0,Shirt,Camp Collared,XS,red,112.0,77.0,"A red coloured, XS sized, Camp Collared Shirt"
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,647.0,826.0,117.0,1.0,117.0,Jacket,Shearling,S,blue,95.0,72.0,"A blue coloured, S sized, Shearling Jacket"
137,298,58875,2021-10-18,2021-10-20,Roobbie Persich,Female,29,42 Mackenzie CourtApt. 934,6386,Sanfordberg,Queensland,Australia,648.0,236.0,106.0,3.0,318.0,Shirt,Chambray,S,indigo,105.0,59.0,"A indigo coloured, S sized, Chambray Shirt"
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,649.0,51.0,104.0,2.0,208.0,Shirt,Dress,S,green,119.0,60.0,"A green coloured, S sized, Dress Shirt"
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,650.0,518.0,102.0,3.0,306.0,Jacket,Windbreaker,L,indigo,109.0,67.0,"A indigo coloured, L sized, Windbreaker Jacket"
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,651.0,2.0,96.0,2.0,192.0,Shirt,Oxford Cloth,M,red,114.0,54.0,"A red coloured, M sized, Oxford Cloth Shirt"
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,652.0,1065.0,93.0,1.0,93.0,Trousers,Joggers,XS,green,94.0,77.0,"A green coloured, XS sized, Joggers Trousers"
138,331,50666,2021-02-05,2021-02-10,Binnie Gonzales,Polygender,32,5756 Savannah DriveApt. 644,7980,Aidenton,Northern Territory,Australia,653.0,383.0,94.0,2.0,188.0,Shirt,Henley,L,violet,92.0,51.0,"A violet coloured, L sized, Henley Shirt"
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,654.0,521.0,102.0,2.0,204.0,Jacket,Windbreaker,S,violet,109.0,46.0,"A violet coloured, S sized, Windbreaker Jacket"
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,655.0,428.0,107.0,1.0,107.0,Jacket,Denim,L,orange,92.0,73.0,"A orange coloured, L sized, Denim Jacket"
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,656.0,280.0,105.0,1.0,105.0,Shirt,Cuban Collar,XS,red,93.0,56.0,"A red coloured, XS sized, Cuban Collar Shirt"
139,871,11224,2021-06-15,2021-06-28,Calypso Ellaway,Bigender,48,174 Thomson StreetSuite 883,3471,Port Joshualand,Western Australia,Australia,657.0,1110.0,115.0,3.0,345.0,Trousers,Cropped,XS,indigo,99.0,55.0,"A indigo coloured, XS sized, Cropped Trousers"
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,658.0,701.0,119.0,3.0,357.0,Jacket,Trench Coat,S,red,112.0,54.0,"A red coloured, S sized, Trench Coat Jacket"
140,539,35025,2021-04-08,2021-04-13,Sonny Tremollet,Male,78,6481 Isaac LoopApt. 355,4362,Port Blake,Queensland,Australia,659.0,955.0,97.0,1.0,97.0,Trousers,Slim-Fit,XS,yellow,119.0,59.0,"A yellow coloured, XS sized, Slim-Fit Trousers"
